 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:1991
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Não determinada";"Total"
"210540 ITAPECURU MIRIM";46,33;20,68;19,65;13,28;0,06;100,00
"210550 JOAO LISBOA";50,48;25,34;18,37;5,80;-;100,00
"210560 JOSELANDIA";52,32;27,14;13,84;6,70;-;100,00
"210570 LAGO DA PEDRA";59,12;18,96;14,84;7,08;-;100,00
"210580 LAGO DO JUNCO";49,66;28,77;16,16;5,42;-;100,00
"210590 LAGO VERDE";51,19;25,34;17,68;5,79;-;100,00
"210600 LIMA CAMPOS";44,05;27,48;18,32;10,15;-;100,00
"210610 LORETO";26,51;36,58;29,74;6,86;0,31;100,00
"210620 LUIS DOMINGUES";36,85;36,39;22,04;4,72;-;100,00
"210630 MAGALHAES DE ALMEIDA";47,87;22,76;18,50;10,87;-;100,00
"210640 MATA ROMA";48,81;23,44;16,71;11,03;-;100,00
"210650 MATINHA";36,31;24,03;27,75;11,92;-;100,00
"210660 MATOES";59,68;24,57;11,66;4,10;-;100,00
"210670 MIRADOR";50,65;22,28;19,60;7,47;-;100,00
"210675 MIRANDA DO NORTE";39,75;24,61;22,11;13,53;-;100,00
"210680 MIRINZAL";37,40;25,03;24,59;12,98;-;100,00
"210690 MONCAO";51,21;28,05;13,85;6,89;-;100,00
"210700 MONTES ALTOS";43,35;30,66;20,91;4,98;0,10;100,00
"210710 MORROS";50,27;25,14;15,32;9,26;-;100,00
"210720 NINA RODRIGUES";52,41;21,75;17,19;8,65;-;100,00
"210730 NOVA IORQUE";42,18;25,37;19,46;12,99;-;100,00
"210740 OLHO D'AGUA DAS CUNHAS";52,00;24,09;15,89;8,02;-;100,00
"210750 PACO DO LUMIAR";14,71;14,64;28,80;41,79;0,07;100,00
"210760 PALMEIRANDIA";49,79;27,22;16,78;6,21;-;100,00
"210770 PARAIBANO";46,47;23,22;20,67;9,64;-;100,00
"210780 PARNARAMA";58,79;24,98;12,15;4,08;-;100,00
"210790 PASSAGEM FRANCA";51,47;27,64;15,05;5,85;-;100,00
"210800 PASTOS BONS";41,02;26,19;24,12;8,66;-;100,00
"210810 PAULO RAMOS";60,48;23,94;11,19;4,39;-;100,00
"210820 PEDREIRAS";35,23;21,13;25,59;17,96;0,09;100,00
"210830 PENALVA";46,77;27,16;19,64;6,43;-;100,00
"210840 PERI MIRIM";36,84;25,56;25,41;12,14;0,05;100,00
"210850 PINDARE-MIRIM";38,60;23,77;24,64;12,90;0,09;100,00
"210860 PINHEIRO";36,44;26,50;24,88;12,15;0,02;100,00
"210870 PIO XII";57,73;19,72;15,25;7,29;-;100,00
"210880 PIRAPEMAS";55,51;15,92;18,47;10,11;-;100,00
"210890 POCAO DE PEDRAS";44,70;29,83;19,11;6,36;-;100,00
"210900 PORTO FRANCO";41,03;26,26;23,24;9,47;-;100,00
"210910 PRESIDENTE DUTRA";41,29;21,64;22,54;14,25;0,28;100,00
"210920 PRESIDENTE JUSCELINO";48,62;26,03;16,82;8,53;-;100,00
"210930 PRESIDENTE VARGAS";54,18;20,72;16,68;8,41;-;100,00
"210940 PRIMEIRA CRUZ";42,52;30,45;21,04;5,99;-;100,00
"210950 RIACHAO";42,26;36,12;16,50;5,13;-;100,00
"210960 ROSARIO";37,15;18,90;25,56;18,23;0,17;100,00
"210970 SAMBAIBA";44,21;28,16;18,65;8,98;-;100,00
"210980 SANTA HELENA";42,92;30,63;18,37;8,03;0,04;100,00
"210990 SANTA INES";32,05;21,12;27,73;18,96;0,14;100,00
"211000 SANTA LUZIA";58,45;19,15;16,89;5,51;-;100,00
"211003 SANTA LUZIA DO PARUA";46,96;29,44;17,74;5,86;-;100,00
"211010 SANTA QUITERIA DO MARANHAO";55,10;19,17;16,84;8,89;-;100,00
"211020 SANTA RITA";44,55;22,01;23,03;10,31;0,10;100,00
"211030 SANTO ANTONIO DOS LOPES";51,17;24,56;17,00;7,27;-;100,00
"211040 SAO BENEDITO DO RIO PRETO";48,55;23,75;17,87;9,83;-;100,00
"211050 SAO BENTO";38,70;20,49;26,04;14,78;-;100,00
"211060 SAO BERNARDO";56,56;20,39;17,84;5,21;-;100,00
"211070 SAO DOMINGOS DO MARANHAO";46,10;28,98;18,72;6,20;-;100,00
"211080 SAO FELIX DE BALSAS";26,25;45,44;20,69;7,62;-;100,00
"211090 SAO FRANCISCO DO MARANHAO";54,33;23,72;16,14;5,80;-;100,00
"211100 SAO JOAO BATISTA";45,92;22,32;24,05;7,71;-;100,00
"211110 SAO JOAO DOS PATOS";40,83;18,93;25,73;14,49;0,03;100,00
"211120 SAO JOSE DE RIBAMAR";18,02;19,25;32,86;29,86;-;100,00
"211130 SAO LUIS";10,07;12,05;28,84;48,95;0,09;100,00
"211140 SAO LUIS GONZAGA DO MARANHAO";58,99;24,70;10,62;5,70;-;100,00
"211150 SAO MATEUS DO MARANHAO";47,57;21,34;21,65;9,24;0,21;100,00
"211160 SAO RAIMUNDO DAS MANGABEIRAS";37,57;24,07;27,39;10,96;-;100,00
"211170 SAO VICENTE FERRER";48,28;26,43;18,54;6,38;0,36;100,00
"211180 SITIO NOVO";37,36;30,65;23,83;8,15;-;100,00
"211190 SUCUPIRA DO NORTE";35,60;35,55;20,79;8,06;-;100,00
"211200 TASSO FRAGOSO";35,58;36,22;20,73;7,47;-;100,00
"211210 TIMBIRAS";62,01;18,35;14,79;4,85;-;100,00
"211220 TIMON";33,75;19,04;28,81;18,31;0,09;100,00
"211230 TUNTUM";55,86;21,01;17,35;5,78;-;100,00
"211240 TURIACU";51,88;29,22;16,17;2,74;-;100,00
"211250 TUTOIA";58,78;19,04;15,28;6,85;0,04;100,00
"211260 URBANO SANTOS";51,36;25,99;13,81;8,83;-;100,00
"211270 VARGEM GRANDE";54,51;20,42;14,59;10,48;-;100,00
"211280 VIANA";33,75;26,88;25,42;13,55;0,40;100,00
"211290 VITORIA DO MEARIM";54,87;20,56;17,68;6,82;0,06;100,00
"211300 VITORINO FREIRE";44,69;27,59;19,27;8,45;-;100,00
"211400 ZE DOCA";46,95;22,42;20,53;10,10;-;100,00
"220010 AGRICOLANDIA";36,34;18,66;25,63;19,16;0,20;100,00
"220020 AGUA BRANCA";35,12;21,60;23,59;19,36;0,34;100,00
"220025 ALAGOINHA DO PIAUI";65,95;15,34;15,65;3,06;-;100,00
"220030 ALTO LONGA";53,20;24,62;16,76;5,43;-;100,00
"220040 ALTOS";46,67;23,43;19,54;10,30;0,06;100,00
"220050 AMARANTE";38,16;23,36;23,03;15,45;-;100,00
"220060 ANGICAL DO PIAUI";32,39;16,54;28,94;22,13;-;100,00
"220070 ANISIO DE ABREU";46,09;28,08;20,96;4,87;-;100,00
"220080 ANTONIO ALMEIDA";46,17;17,87;26,19;9,77;-;100,00
"220090 AROAZES";49,01;27,86;18,61;4,52;-;100,00
"220100 ARRAIAL";45,54;28,51;17,85;8,10;-;100,00
"220110 AVELINO LOPES";40,17;35,01;20,45;4,37;-;100,00
"220120 BARRAS";53,07;23,02;15,97;7,94;-;100,00
"220130 BARREIRAS DO PIAUI";31,47;30,41;26,90;11,21;-;100,00
"220140 BARRO DURO";42,73;23,73;23,11;10,43;-;100,00
"220150 BATALHA";50,65;27,16;15,50;6,68;-;100,00
"220160 BENEDITINOS";52,87;23,41;16,68;6,99;0,04;100,00
"220170 BERTOLINIA";33,70;29,75;28,54;8,00;-;100,00
"220180 BOCAINA";46,19;13,59;25,54;14,68;-;100,00
"220190 BOM JESUS";45,58;23,80;18,55;12,07;-;100,00
"220200 BURITI DOS LOPES";53,58;25,03;17,68;3,67;0,04;100,00
"220210 CAMPINAS DO PIAUI";41,24;27,98;22,85;7,93;-;100,00
"220220 CAMPO MAIOR";34,70;26,54;25,98;12,70;0,07;100,00
"220230 CANTO DO BURITI";48,51;26,93;17,18;7,38;-;100,00
"220240 CAPITAO DE CAMPOS";40,67;31,57;20,05;7,60;0,11;100,00
"220250 CARACOL";66,36;17,93;9,84;5,86;-;100,00
"220260 CASTELO DO PIAUI";52,84;20,94;19,79;6,32;0,12;100,00
"220270 COCAL";59,54;24,22;12,42;3,82;-;100,00
"220280 CONCEICAO DO CANINDE";56,34;29,57;9,50;4,60;-;100,00
"220290 CORRENTE";37,42;21,15;26,64;14,79;-;100,00
"220300 CRISTALANDIA DO PIAUI";40,27;31,46;20,71;7,55;-;100,00
"220310 CRISTINO CASTRO";44,81;26,08;17,74;11,37;-;100,00
"220320 CURIMATA";31,38;31,65;26,31;10,66;-;100,00
"220330 DEMERVAL LOBAO";44,44;18,50;28,82;8,24;-;100,00
"220335 DIRCEU ARCOVERDE";46,32;23,74;23,82;6,13;-;100,00
"220340 DOM EXPEDITO LOPES";41,13;23,58;22,47;12,82;-;100,00
"220342 DOMINGOS MOURAO";58,75;22,30;15,11;3,83;-;100,00
"220345 DOM INOCENCIO";41,26;34,19;24,11;0,44;-;100,00
"220350 ELESBAO VELOSO";48,49;23,44;19,48;8,59;-;100,00
"220360 ELISEU MARTINS";35,77;23,43;27,02;13,77;-;100,00
"220370 ESPERANTINA";43,01;25,56;20,01;11,02;0,41;100,00
"220380 FLORES DO PIAUI";49,62;26,12;16,43;7,82;-;100,00
"220390 FLORIANO";23,29;21,55;28,36;26,73;0,07;100,00
"220400 FRANCINOPOLIS";40,43;28,56;20,08;10,92;-;100,00
"220410 FRANCISCO AYRES";46,73;22,68;24,13;6,46;-;100,00
"220420 FRANCISCO SANTOS";47,85;20,11;21,49;10,38;0,17;100,00
"220430 FRONTEIRAS";66,78;13,48;12,61;7,13;-;100,00
"220440 GILBUES";35,27;32,22;21,73;10,79;-;100,00
"220450 GUADALUPE";24,67;22,23;33,27;19,76;0,07;100,00
"220460 HUGO NAPOLEAO";38,19;22,80;26,00;12,86;0,14;100,00
"220470 INHUMA";47,65;17,11;23,84;11,22;0,18;100,00
"220480 IPIRANGA DO PIAUI";42,18;18,69;25,89;12,74;0,50;100,00
"220490 ISAIAS COELHO";54,99;26,20;14,82;4,00;-;100,00
"220500 ITAINOPOLIS";69,18;14,05;11,71;5,06;-;100,00
"220510 ITAUEIRA";44,72;25,02;21,33;8,93;-;100,00
"220520 JAICOS";72,63;12,50;9,74;5,13;-;100,00
"220530 JERUMENHA";37,35;24,15;28,68;9,34;0,48;100,00
"220540 JOAQUIM PIRES";51,93;29,94;14,17;3,96;-;100,00
"220550 JOSE DE FREITAS";37,60;29,68;21,24;11,14;0,35;100,00
"220560 LANDRI SALES";34,15;27,71;26,23;11,91;-;100,00
"220570 LUIS CORREIA";50,65;27,41;17,60;4,33;-;100,00
"220580 LUZILANDIA";49,15;25,85;18,53;6,48;-;100,00
"220590 MANOEL EMIDIO";39,21;25,47;22,86;12,46;-;100,00
"220600 MARCOS PARENTE";33,33;30,94;24,32;11,40;-;100,00
"220610 MATIAS OLIMPIO";52,62;21,04;16,63;9,71;-;100,00
"220620 MIGUEL ALVES";57,36;23,30;15,13;4,21;-;100,00
"220630 MIGUEL LEAO";42,32;28,84;21,66;7,17;-;100,00
"220640 MONSENHOR GIL";39,43;24,62;28,67;7,28;-;100,00
"220650 MONSENHOR HIPOLITO";50,33;24,25;16,72;8,69;-;100,00
"220660 MONTE ALEGRE DO PIAUI";38,16;28,68;26,62;6,13;0,42;100,00
"220670 NAZARE DO PIAUI";50,88;18,63;25,13;5,35;-;100,00
"220680 NOSSA SENHORA DOS REMEDIOS";59,90;16,95;14,41;8,47;0,27;100,00
"220690 NOVO ORIENTE DO PIAUI";51,19;27,75;16,39;4,67;-;100,00
"220700 OEIRAS";45,76;26,31;19,04;8,89;-;100,00
"220720 PADRE MARCOS";64,41;15,64;13,86;6,10;-;100,00
"220730 PAES LANDIM";47,60;25,21;18,49;8,16;0,54;100,00
"220740 PALMEIRA DO PIAUI";44,46;25,71;21,65;8,17;-;100,00
"220750 PALMEIRAIS";48,03;29,81;16,83;5,33;-;100,00
"220760 PARNAGUA";38,82;30,58;22,97;7,63;-;100,00
"220770 PARNAIBA";29,06;20,42;27,34;23,14;0,03;100,00
"220780 PAULISTANA";74,16;13,63;8,29;3,92;-;100,00
"220790 PEDRO II";47,49;27,98;17,92;6,58;0,03;100,00
"220800 PICOS";38,68;16,69;23,43;21,19;-;100,00
"220810 PIMENTEIRAS";54,23;22,22;18,35;5,20;-;100,00
"220820 PIO IX";57,82;17,50;17,20;7,48;-;100,00
"220830 PIRACURUCA";55,50;18,51;16,39;9,60;-;100,00
"220840 PIRIPIRI";37,03;24,95;24,14;13,86;0,01;100,00
"220850 PORTO";49,70;26,57;18,77;4,96;-;100,00
"220860 PRATA DO PIAUI";50,64;20,65;18,04;10,67;-;100,00
"220870 REDENCAO DO GURGUEIA";39,52;25,05;26,29;9,14;-;100,00
"220880 REGENERACAO";52,36;17,43;20,23;9,92;0,06;100,00
"220890 RIBEIRO GONCALVES";47,43;27,83;18,28;6,46;-;100,00
"220900 RIO GRANDE DO PIAUI";51,15;21,58;21,10;6,18;-;100,00
"220910 SANTA CRUZ DO PIAUI";53,95;22,72;16,48;6,85;-;100,00
"220920 SANTA FILOMENA";45,88;31,79;16,67;5,66;-;100,00
"220930 SANTA LUZ";46,00;25,93;18,41;9,67;-;100,00
"220940 SANTO ANTONIO DE LISBOA";37,84;25,52;26,13;10,51;-;100,00
"220950 SANTO INACIO DO PIAUI";55,43;19,44;18,05;7,08;-;100,00
"220960 SAO FELIX DO PIAUI";53,42;14,50;20,01;11,30;0,76;100,00
"220970 SAO FRANCISCO DO PIAUI";52,85;24,34;17,69;5,12;-;100,00
"220980 SAO GONCALO DO PIAUI";46,77;13,64;24,73;14,76;0,10;100,00
"220985 SAO JOAO DA CANABRAVA";55,05;19,94;22,67;2,34;-;100,00
"220990 SAO JOAO DA SERRA";63,65;12,88;18,40;5,07;-;100,00
"221000 SAO JOAO DO PIAUI";52,70;24,96;16,22;6,07;0,06;100,00
"221010 SAO JOSE DO PEIXE";47,93;24,88;20,37;6,81;-;100,00
"221020 SAO JOSE DO PIAUI";48,35;23,08;21,20;7,37;-;100,00
"221030 SAO JULIAO";64,96;13,28;15,91;5,82;0,03;100,00
"221040 SAO MIGUEL DO TAPUIO";59,66;21,15;15,18;4,02;-;100,00
"221050 SAO PEDRO DO PIAUI";38,58;24,81;23,34;13,09;0,18;100,00
"221060 SAO RAIMUNDO NONATO";38,57;24,73;26,39;10,31;-;100,00
"221070 SIMOES";76,45;6,98;11,32;5,25;-;100,00
"221080 SIMPLICIO MENDES";41,20;27,93;23,72;7,15;-;100,00
"221090 SOCORRO DO PIAUI";39,04;27,17;25,19;8,60;-;100,00
"221100 TERESINA";17,23;16,24;29,76;36,70;0,07;100,00
"221110 UNIAO";41,45;26,83;21,55;10,17;-;100,00
"221120 URUCUI";44,14;21,71;24,92;9,23;-;100,00
"221130 VALENCA DO PIAUI";41,16;20,04;22,21;16,20;0,39;100,00
"221140 VARZEA GRANDE";53,99;20,34;19,92;5,76;-;100,00
"230010 ABAIARA";54,85;20,17;16,98;7,99;-;100,00
"230015 ACARAPE";41,38;21,95;23,79;12,88;-;100,00
"230020 ACARAU";49,17;26,35;18,48;6,00;-;100,00
"230030 ACOPIARA";51,58;25,53;16,74;6,02;0,13;100,00
"230040 AIUABA";65,96;16,81;12,36;4,87;-;100,00
"230050 ALCANTARAS";45,90;25,20;21,72;7,17;-;100,00
"230060 ALTANEIRA";56,04;21,37;14,98;7,51;0,10;100,00
"230070 ALTO SANTO";48,69;25,04;18,81;7,45;-;100,00
"230075 AMONTADA";49,86;29,95;15,92;4,27;-;100,00
"230080 ANTONINA DO NORTE";49,56;24,08;17,57;8,79;-;100,00
"230090 APUIARES";37,84;34,70;23,09;4,38;-;100,00
"230100 AQUIRAZ";38,35;30,01;23,86;7,76;0,02;100,00
"230110 ARACATI";37,42;24,79;25,47;12,26;0,07;100,00
"230120 ARACOIABA";43,94;26,86;18,72;10,48;-;100,00
"230130 ARARIPE";62,09;18,51;12,55;6,63;0,23;100,00
"230140 ARATUBA";42,79;30,65;19,94;6,62;-;100,00
"230150 ARNEIROZ";61,55;15,38;17,32;5,76;-;100,00
"230160 ASSARE";54,22;20,53;17,81;7,44;-;100,00
"230170 AURORA";43,18;28,92;19,42;8,48;-;100,00
"230180 BAIXIO";45,06;20,02;20,93;13,98;-;100,00
"230185 BANABUIU";45,24;29,91;19,01;5,84;-;100,00
"230190 BARBALHA";35,28;21,24;24,80;18,51;0,16;100,00
"230195 BARREIRA";41,77;30,25;20,22;7,77;-;100,00
"230200 BARRO";48,50;23,07;20,24;8,04;0,15;100,00
"230205 BARROQUINHA";62,89;22,35;12,77;1,98;-;100,00
"230210 BATURITE";35,05;23,98;25,29;15,67;-;100,00
"230220 BEBERIBE";43,79;33,04;18,71;4,47;-;100,00
"230230 BELA CRUZ";44,10;28,53;21,31;6,06;-;100,00
"230240 BOA VIAGEM";47,92;26,74;19,14;6,14;0,06;100,00
"230250 BREJO SANTO";49,12;15,49;18,93;16,47;-;100,00
"230260 CAMOCIM";46,29;22,02;21,01;10,65;0,03;100,00
"230270 CAMPOS SALES";47,46;22,45;19,67;10,39;0,03;100,00
"230280 CANINDE";45,94;26,33;17,90;9,83;-;100,00
"230290 CAPISTRANO";49,32;24,47;18,11;8,10;-;100,00
"230300 CARIDADE";47,70;29,88;17,49;4,93;-;100,00
"230310 CARIRE";52,04;25,79;16,76;5,41;-;100,00
"230320 CARIRIACU";53,36;23,74;17,63;5,26;-;100,00
"230330 CARIUS";55,12;21,53;19,59;3,75;-;100,00
"230340 CARNAUBAL";51,18;29,13;15,42;4,28;-;100,00
"230350 CASCAVEL";38,55;30,65;22,50;8,26;0,04;100,00
"230360 CATARINA";56,92;24,25;13,26;5,57;-;100,00
"230370 CAUCAIA";24,64;21,80;31,25;22,24;0,06;100,00
"230380 CEDRO";41,33;21,72;22,06;14,90;-;100,00
"230390 CHAVAL";48,22;28,97;17,75;5,06;-;100,00
"230395 CHOROZINHO";52,54;26,29;17,55;3,62;-;100,00
"230400 COREAU";61,51;18,01;12,98;7,50;-;100,00
"230410 CRATEUS";41,22;21,64;23,82;13,29;0,03;100,00
"230420 CRATO";30,03;17,80;24,08;28,04;0,05;100,00
"230423 CROATA";56,09;29,77;12,37;1,77;-;100,00
"230425 CRUZ";50,45;25,95;19,18;4,42;-;100,00
"230426 DEPUTADO IRAPUAN PINHEIRO";49,45;31,47;15,63;3,45;-;100,00
"230427 ERERE";53,39;26,44;13,91;6,27;-;100,00
"230428 EUSEBIO";27,27;31,14;27,86;13,73;-;100,00
"230430 FARIAS BRITO";50,90;21,70;18,51;8,89;-;100,00
"230435 FORQUILHA";49,74;22,81;19,22;8,23;-;100,00
"230440 FORTALEZA";14,71;15,16;30,38;39,68;0,06;100,00
"230450 FRECHEIRINHA";49,80;23,39;18,72;8,09;-;100,00
"230460 GENERAL SAMPAIO";58,07;24,37;13,21;4,35;-;100,00
"230465 GRACA";67,12;25,93;6,42;0,53;-;100,00
"230470 GRANJA";63,34;19,63;11,98;5,06;-;100,00
"230480 GRANJEIRO";50,12;30,51;14,32;5,05;-;100,00
"230490 GROAIRAS";41,26;28,71;19,66;10,21;0,17;100,00
"230495 GUAIUBA";36,17;33,88;21,56;8,28;0,12;100,00
"230500 GUARACIABA DO NORTE";50,92;27,24;16,32;5,52;-;100,00
"230510 GUARAMIRANGA";40,83;24,27;21,40;13,50;-;100,00
"230520 HIDROLANDIA";47,98;28,27;18,28;5,48;-;100,00
"230523 HORIZONTE";41,98;28,97;23,15;5,90;-;100,00
"230526 IBARETAMA";54,13;25,67;14,91;5,12;0,17;100,00
"230530 IBIAPINA";48,81;20,01;19,38;11,80;-;100,00
"230533 IBICUITINGA";43,21;31,61;19,21;5,97;-;100,00
"230535 ICAPUI";40,36;29,93;22,80;6,84;0,06;100,00
"230540 ICO";45,93;24,05;19,50;10,43;0,09;100,00
"230550 IGUATU";36,91;23,37;24,74;14,97;-;100,00
"230560 INDEPENDENCIA";46,11;21,53;20,68;11,69;-;100,00
"230565 IPAPORANGA";52,92;29,07;15,69;2,32;-;100,00
"230570 IPAUMIRIM";43,18;26,73;17,10;12,99;-;100,00
"230580 IPU";47,28;23,63;18,98;10,10;0,01;100,00
"230590 IPUEIRAS";55,78;25,85;14,23;4,14;-;100,00
"230600 IRACEMA";46,46;24,03;16,58;12,93;-;100,00
"230610 IRAUCUBA";41,40;26,29;22,06;10,25;-;100,00
"230620 ITAICABA";36,91;27,66;25,56;9,87;-;100,00
"230630 ITAPAGE";41,76;26,94;19,56;11,66;0,08;100,00
"230640 ITAPIPOCA";40,42;25,49;21,99;12,10;-;100,00
"230650 ITAPIUNA";43,55;32,56;15,39;8,51;-;100,00
"230655 ITAREMA";53,22;26,16;16,98;3,64;-;100,00
"230660 ITATIRA";52,66;30,63;13,48;3,22;-;100,00
"230670 JAGUARETAMA";45,06;23,98;20,57;10,39;-;100,00
"230680 JAGUARIBARA";38,80;26,12;23,89;11,12;0,06;100,00
"230690 JAGUARIBE";43,03;20,70;22,91;13,36;-;100,00
"230700 JAGUARUANA";44,11;24,20;21,35;10,34;-;100,00
"230710 JARDIM";48,70;24,21;17,19;9,89;0,01;100,00
"230720 JATI";49,73;19,36;19,78;11,14;-;100,00
"230730 JUAZEIRO DO NORTE";33,48;18,61;25,66;22,21;0,03;100,00
"230740 JUCAS";54,83;23,45;15,07;6,58;0,08;100,00
"230750 LAVRAS DA MANGABEIRA";45,80;23,12;19,80;11,28;-;100,00
"230760 LIMOEIRO DO NORTE";24,24;28,96;28,24;18,55;-;100,00
"230763 MADALENA";43,52;29,55;21,13;5,80;-;100,00
"230765 MARACANAU";20,79;20,35;36,79;21,90;0,17;100,00
"230770 MARANGUAPE";28,52;24,80;30,24;16,40;0,04;100,00
"230780 MARCO";46,12;22,44;21,96;9,47;-;100,00
"230790 MARTINOPOLE";48,37;20,68;19,77;11,18;-;100,00
"230800 MASSAPE";54,94;17,57;19,72;7,71;0,06;100,00
"230810 MAURITI";55,34;19,21;17,35;8,11;-;100,00
"230820 MERUOCA";42,05;25,17;24,93;7,77;0,09;100,00
"230830 MILAGRES";47,31;23,56;18,61;10,53;-;100,00
"230835 MILHA";48,24;22,50;19,65;9,54;0,08;100,00
"230837 MIRAIMA";50,25;26,45;18,45;4,85;-;100,00
"230840 MISSAO VELHA";50,66;24,16;16,82;8,30;0,07;100,00
"230850 MOMBACA";52,96;23,49;15,61;7,87;0,07;100,00
"230860 MONSENHOR TABOSA";37,25;34,41;18,63;9,72;-;100,00
"230870 MORADA NOVA";41,75;27,84;20,29;10,12;-;100,00
"230880 MORAUJO";48,36;23,07;16,84;11,73;-;100,00
"230890 MORRINHOS";40,70;32,83;17,82;8,64;-;100,00
"230900 MUCAMBO";47,70;31,34;15,87;5,09;-;100,00
"230910 MULUNGU";40,19;26,96;24,45;8,40;-;100,00
"230920 NOVA OLINDA";41,38;24,68;24,16;9,79;-;100,00
"230930 NOVA RUSSAS";50,48;23,09;16,97;9,47;-;100,00
"230940 NOVO ORIENTE";49,65;27,23;16,26;6,86;-;100,00
"230945 OCARA";49,61;27,97;16,00;6,42;-;100,00
"230950 OROS";40,50;26,19;21,69;11,53;0,09;100,00
"230960 PACAJUS";34,61;30,22;23,58;11,58;-;100,00
"230970 PACATUBA";27,71;26,05;32,43;13,77;0,03;100,00
"230980 PACOTI";43,42;22,39;24,86;9,33;-;100,00
"230990 PACUJA";39,01;31,31;18,26;11,41;-;100,00
"231000 PALHANO";39,92;33,10;18,36;8,62;-;100,00
"231010 PALMACIA";41,65;23,69;21,33;13,33;-;100,00
"231020 PARACURU";37,21;25,44;24,29;13,05;-;100,00
"231025 PARAIPABA";35,25;24,97;26,93;12,72;0,12;100,00
"231030 PARAMBU";56,26;17,96;17,52;8,26;-;100,00
"231040 PARAMOTI";56,57;25,14;15,66;2,63;-;100,00
"231050 PEDRA BRANCA";54,31;24,61;15,52;5,52;0,04;100,00
"231060 PENAFORTE";40,21;18,03;26,72;14,95;0,08;100,00
"231070 PENTECOSTE";43,02;24,30;21,47;11,21;-;100,00
"231080 PEREIRO";49,45;26,41;15,88;8,15;0,11;100,00
"231085 PINDORETAMA";35,35;33,53;23,10;8,02;-;100,00
"231090 PIQUET CARNEIRO";47,47;31,67;14,74;6,12;-;100,00
"231095 PIRES FERREIRA";53,27;28,65;14,07;4,00;-;100,00
"231100 PORANGA";65,32;15,70;14,03;4,92;0,03;100,00
"231110 PORTEIRAS";46,68;25,92;18,51;8,89;-;100,00
"231120 POTENGI";48,23;26,33;16,30;9,14;-;100,00
"231123 POTIRETAMA";37,71;34,37;23,78;4,13;-;100,00
"231126 QUITERIANOPOLIS";47,52;31,20;17,79;3,50;-;100,00
"231130 QUIXADA";38,17;22,96;22,59;16,17;0,11;100,00
"231135 QUIXELO";54,48;25,50;16,20;3,82;-;100,00
"231140 QUIXERAMOBIM";43,83;24,87;19,82;11,40;0,08;100,00
"231150 QUIXERE";38,84;31,13;20,13;9,90;-;100,00
"231160 REDENCAO";37,79;27,46;21,54;13,20;-;100,00
"231170 RERIUTABA";50,20;26,76;15,34;7,70;-;100,00
"231180 RUSSAS";26,83;27,98;28,79;16,41;-;100,00
"231190 SABOEIRO";64,61;18,24;11,62;5,52;-;100,00
"231195 SALITRE";65,79;22,86;9,74;1,51;0,10;100,00
"231200 SANTANA DO ACARAU";50,45;23,31;17,12;9,08;0,05;100,00
"231210 SANTANA DO CARIRI";51,30;20,43;18,91;9,36;-;100,00
"231220 SANTA QUITERIA";53,03;24,50;15,97;6,49;-;100,00
"231230 SAO BENEDITO";50,40;26,51;14,89;8,20;-;100,00
"231240 SAO GONCALO DO AMARANTE";38,94;27,72;23,56;9,71;0,07;100,00
"231250 SAO JOAO DO JAGUARIBE";32,78;27,61;24,76;14,84;-;100,00
"231260 SAO LUIS DO CURU";34,15;27,12;22,53;15,76;0,44;100,00
"231270 SENADOR POMPEU";37,99;25,74;22,18;14,10;-;100,00
"231280 SENADOR SA";48,78;29,18;17,17;4,87;-;100,00
"231290 SOBRAL";35,46;18,64;25,48;20,36;0,06;100,00
"231300 SOLONOPOLE";40,98;30,07;20,96;7,69;0,31;100,00
"231310 TABULEIRO DO NORTE";37,63;25,42;23,43;13,51;-;100,00
"231320 TAMBORIL";51,82;26,93;16,34;4,90;-;100,00
"231325 TARRAFAS";62,07;18,29;15,59;4,04;-;100,00
"231330 TAUA";48,36;21,92;19,84;9,82;0,06;100,00
"231335 TEJUCUOCA";52,57;30,30;13,58;3,55;-;100,00
"231340 TIANGUA";50,34;18,85;19,31;11,50;-;100,00
"231350 TRAIRI";42,93;30,27;21,35;5,46;-;100,00
"231355 TURURU";52,85;17,28;19,29;10,58;-;100,00
"231360 UBAJARA";43,38;24,41;23,19;9,03;-;100,00
"231370 UMARI";42,14;24,90;23,86;9,11;-;100,00
"231375 UMIRIM";47,97;27,45;19,08;5,46;0,04;100,00
"231380 URUBURETAMA";45,38;19,02;21,53;14,07;-;100,00
"231390 URUOCA";59,94;21,85;13,93;4,27;-;100,00
"231395 VARJOTA";46,12;21,62;21,46;10,79;-;100,00
"231400 VARZEA ALEGRE";46,78;25,19;18,02;10,00;-;100,00
"231410 VICOSA DO CEARA";65,99;17,68;11,53;4,80;-;100,00
"240010 ACARI";23,34;28,70;27,13;20,28;0,55;100,00
"240020 ACU";31,86;22,63;25,38;20,13;-;100,00
"240030 AFONSO BEZERRA";44,29;20,98;22,34;12,39;-;100,00
"240040 AGUA NOVA";49,96;12,78;21,69;15,18;0,39;100,00
"240050 ALEXANDRIA";38,42;26,01;21,50;14,07;-;100,00
